DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2017-12-01 11:40:00,29775.543,24804.717,12124.667
2017-12-01 11:50:00,29888.477,25106.979,12069.395
2017-12-01 12:00:00,29782.13,25232.752,12125.007
2017-12-01 12:10:00,29714.227,25308.041,12214.498
2017-12-01 12:20:00,29609.342,25300.373,12367.778
2017-12-01 12:30:00,29524.518,25316.033,12388.849
2017-12-01 12:40:00,29604.498,25307.23,12412.1045
2017-12-01 12:50:00,29603.482,25308.629,12438.027
2017-12-01 13:00:00,29726.928,25331.068,12427.295
2017-12-01 13:10:00,29812.334,25338.312,12434.225
2017-12-01 13:20:00,29868.754,25349.057,12450.469
2017-12-01 13:30:00,29836.123,25340.402,12453.991
2017-12-01 13:40:00,29757.03,25328.414,12419.067
2017-12-01 13:50:00,29732.959,25325.24,12425.597
2017-12-01 14:00:00,29857.936,25331.275,12380.997
2017-12-01 14:10:00,29850.406,25350.414,12330.875
2017-12-01 14:20:00,29854.338,25370.143,12341.464
2017-12-01 14:30:00,29846.906,25376.148,12240.131
2017-12-01 14:40:00,29816.176,25389.453,12276.584
2017-12-01 14:50:00,29721.285,25364.967,12219.787
2017-12-01 15:00:00,29690.545,25359.271,12289.707
2017-12-01 15:10:00,29648.258,25366.615,12318.953
2017-12-01 15:20:00,29642.924,25380.717,12175.792
2017-12-01 15:30:00,29702.53,25807.793,12024.089
2017-12-01 15:40:00,29829.807,25777.191,11993.554
2017-12-01 15:50:00,30048.547,25814.766,11856.293
2017-12-01 16:00:00,30030.637,25836.576,11643.097
2017-12-01 16:10:00,30045.93,25880.016,11469.275
2017-12-01 16:20:00,29767.975,25517.111,11442.594
2017-12-01 16:30:00,29961.66,25695.172,11419.411
2017-12-01 16:40:00,30077.854,25806.996,11478.464
2017-12-01 16:50:00,30452.133,26053.705,11982.183
2017-12-01 17:00:00,31143.076,26539.846,13228.739
2017-12-01 17:10:00,32553.387,28041.656,15299.076
2017-12-01 17:20:00,35329.49,30410.916,16606.92
2017-12-01 17:30:00,37388.426,31665.643,16611.723
2017-12-01 17:40:00,38528.46,31818.213,16598.062
2017-12-01 17:50:00,38324.164,32073.732,16985.887
2017-12-01 18:00:00,38406.414,32158.822,16896.639
2017-12-01 18:10:00,38484.09,32093.287,16780.385
2017-12-01 18:20:00,38443.33,31968.28,16822.074
2017-12-01 18:30:00,38020.562,31819.45,16824.086
2017-12-01 18:40:00,37911.383,31792.395,16826.395
2017-12-01 18:50:00,37841.367,31751.537,16826.395
2017-12-01 19:00:00,37851.84,31748.219,16850.646
2017-12-01 19:10:00,37857.08,31728.758,16805.46
2017-12-01 19:20:00,37844.184,31678.129,16825.14
2017-12-01 19:30:00,37756.547,31590.812,16784.592
2017-12-01 19:40:00,37561.14,31506.678,16782.754
2017-12-01 19:50:00,37460.266,31480.238,16832.365
2017-12-01 20:00:00,37381.734,31410.357,16808.648
2017-12-01 20:10:00,37368.082,31417.756,16793.766
2017-12-01 20:20:00,37325.516,31317.13,16821.469
2017-12-01 20:30:00,37216.18,31206.2,16792.62
2017-12-01 20:40:00,37008.09,31031.545,16782.02
2017-12-01 20:50:00,36764.1,30756.969,16697.5
2017-12-01 21:00:00,36350.766,30539.654,16465.5
2017-12-01 21:10:00,36076.8,30260.35,16482.578
2017-12-01 21:20:00,35638.156,29888.256,16343.381
2017-12-01 21:30:00,35211.96,29532.164,16318.608
2017-12-01 21:40:00,34728.246,29247.9,16110.623
2017-12-01 21:50:00,34434.797,28926.643,15849.27
2017-12-01 22:00:00,34107.027,28472.781,15487.983
2017-12-01 22:10:00,33761.473,27771.123,15225.066
2017-12-01 22:20:00,33152.855,27439.623,14961.74
2017-12-01 22:30:00,32576.93,26892.363,14716.828
2017-12-01 22:40:00,31873.7,26381.674,14367.695
2017-12-01 22:50:00,31266.312,25952.82,14194.952
2017-12-01 23:00:00,30612.18,25329.436,13900.769
2017-12-01 23:10:00,29850.7,24650.158,13617.541
2017-12-01 23:20:00,29170.361,23924.533,13341.143
2017-12-01 23:30:00,28429.604,23345.203,12924.422
2017-12-01 23:40:00,27858.473,22847.258,12666.328
2017-12-01 23:50:00,27256.408,22474.953,12350.262
2017-12-02 00:00:00,26570.85,21237.096,11779.21
2017-12-02 00:10:00,26246.492,21013.395,11552.488
2017-12-02 00:20:00,25631.496,20636.162,11266.599
2017-12-02 00:30:00,25202.664,20314.549,11060.62
2017-12-02 00:40:00,24769.297,19909.867,10884.832
2017-12-02 00:50:00,24270.693,19528.145,10711.521
2017-12-02 01:00:00,23860.838,19311.21,10615.497
2017-12-02 01:10:00,23335.064,19002.781,10465.765
2017-12-02 01:20:00,22979.156,18668.799,10367.998
2017-12-02 01:30:00,22751.445,18431.824,10278.889
2017-12-02 01:40:00,22708.264,18204.607,10162.475
2017-12-02 01:50:00,22496.736,17953.96,10109.23
2017-12-02 02:00:00,22402.154,17741.863,9991.092
2017-12-02 02:10:00,22272.947,17520.568,9935.374
2017-12-02 02:20:00,22197.543,17380.586,9915.506
2017-12-02 02:30:00,21968.262,17226.7,9851.743
2017-12-02 02:40:00,21887.004,17029.025,9829.744
2017-12-02 02:50:00,21797.758,16787.732,9800.082
2017-12-02 03:00:00,21726.658,16739.924,9798.218
2017-12-02 03:10:00,21682.945,16727.262,9753.046
2017-12-02 03:20:00,21639.494,16711.203,9779.44
2017-12-02 03:30:00,21569.818,16672.521,9761.076
2017-12-02 03:40:00,21513.398,16672.072,9826.907
2017-12-02 03:50:00,21473.893,16666.146,9821.3545
2017-12-02 04:00:00,21369.375,16547.738,9551.3125
2017-12-02 04:10:00,21338.602,16538.68,9561.609
2017-12-02 04:20:00,21361.717,16552.514,9586.701
2017-12-02 04:30:00,21367.758,16552.912,9581.012
2017-12-02 04:40:00,21403.809,16574.695,9568.605
2017-12-02 04:50:00,21416.451,16634.46,9637.941
2017-12-02 05:00:00,21560.092,16734.844,9697.231
2017-12-02 05:10:00,21853.684,16862.38,9789.825
2017-12-02 05:20:00,22031.045,16932.232,9877.047
2017-12-02 05:30:00,22215.871,16969.629,9872.51
2017-12-02 05:40:00,22341.281,16869.646,9869.56
2017-12-02 05:50:00,22301.09,16798.424,9853.085
2017-12-02 06:00:00,22177.857,16617.283,9758.752
2017-12-02 06:10:00,22086.275,16520.158,9631.205
2017-12-02 06:20:00,21395.777,16050.762,9405.251
2017-12-02 06:30:00,20728.398,15786.698,9129.666
2017-12-02 06:40:00,20223.809,15469.449,8321.575
2017-12-02 06:50:00,20114.47,15438.944,7846.5933
2017-12-02 07:00:00,20090.547,15487.333,7503.9097
2017-12-02 07:10:00,20177.732,15492.3545,7409.998
2017-12-02 07:20:00,20260.205,15562.541,7388.26
2017-12-02 07:30:00,20352.262,15563.864,7393.047
2017-12-02 07:40:00,20389.812,15570.19,7400.34
2017-12-02 07:50:00,20461.393,15615.459,7363.718
2017-12-02 08:00:00,21576.236,16887.586,7378.8975
2017-12-02 08:10:00,21785.404,16900.676,7405.883
2017-12-02 08:20:00,22247.342,17143.488,7531.8457
2017-12-02 08:30:00,22535.447,17578.65,7660.3696
2017-12-02 08:40:00,22857.879,18103.166,7904.023
2017-12-02 08:50:00,23911.334,18494.396,8070.8564
2017-12-02 09:00:00,24988.22,18815.604,8382.799
2017-12-02 09:10:00,25486.65,19422.273,9256.458
2017-12-02 09:20:00,25778.695,20119.043,9553.448
2017-12-02 09:30:00,26329.738,20603.996,9962.602
2017-12-02 09:40:00,26844.23,20954.436,9985.442
2017-12-02 09:50:00,27115.773,21115.465,10459.716
2017-12-02 10:00:00,27731.342,21578.412,11099.756
2017-12-02 10:10:00,28015.54,21934.367,11464.705
2017-12-02 10:20:00,28309.68,22373.32,11825.422
2017-12-02 10:30:00,28669.29,22865.506,12072.209
2017-12-02 10:40:00,28914.29,23195.287,12065.14
2017-12-02 10:50:00,29193.574,23495.656,12058.137
2017-12-02 11:00:00,29353.623,23839.898,12070.907
2017-12-02 11:10:00,29472.877,24104.799,12068.162
2017-12-02 11:20:00,29717.9,24494.314,12079.734
2017-12-02 11:30:00,29831.592,24795.002,12075.805
2017-12-02 11:40:00,29879.43,24938.51,12180.927
2017-12-02 11:50:00,29901.615,25145.705,12242.645
2017-12-02 12:00:00,29893.342,25216.764,12294.216
2017-12-02 12:10:00,29854.29,25347.0,12441.268
2017-12-02 12:20:00,29818.2,25376.09,12509.097
2017-12-02 12:30:00,29840.71,25422.625,12523.965
2017-12-02 12:40:00,29837.172,25538.72,12586.502
2017-12-02 12:50:00,29792.168,25564.707,12522.349
2017-12-02 13:00:00,29632.773,25029.193,12888.989
2017-12-02 13:10:00,29652.154,24952.357,12948.432
2017-12-02 13:20:00,29635.992,24452.31,12974.998
2017-12-02 13:30:00,29659.607,24445.049,12911.179
2017-12-02 13:40:00,29659.494,25399.055,12784.644
2017-12-02 13:50:00,29581.014,25410.955,12662.714
2017-12-02 14:00:00,29428.479,24417.152,12914.781
2017-12-02 14:10:00,29628.592,24396.822,12870.569
2017-12-02 14:20:00,29622.896,25193.21,12698.438
2017-12-02 14:30:00,29780.26,25357.098,12613.491
2017-12-02 14:40:00,29715.812,25261.92,12563.78
2017-12-02 14:50:00,29617.598,25420.846,12450.436
2017-12-02 15:00:00,29373.42,25211.65,12632.7705
2017-12-02 15:10:00,29475.197,25411.947,12408.043
2017-12-02 15:20:00,29528.793,25456.008,12352.292
2017-12-02 15:30:00,29519.766,25539.863,12318.676
2017-12-02 15:40:00,29475.885,25338.154,12327.254
2017-12-02 15:50:00,29608.791,25291.18,12235.802
2017-12-02 16:00:00,29770.34,25494.637,11957.91
2017-12-02 16:10:00,29717.332,25634.803,11762.304
2017-12-02 16:20:00,29690.14,25652.291,11771.851
2017-12-02 16:30:00,29749.816,25706.084,11735.066
2017-12-02 16:40:00,30402.787,25826.117,11748.059
2017-12-02 16:50:00,30337.322,26171.822,12185.788
2017-12-02 17:00:00,30890.262,26486.15,13381.952
2017-12-02 17:10:00,32278.855,27546.234,15399.999
2017-12-02 17:20:00,35137.22,29782.703,16573.299
2017-12-02 17:30:00,37298.797,30783.78,16498.242
2017-12-02 17:40:00,38393.39,30913.252,16472.19
2017-12-02 17:50:00,38166.617,30899.32,16915.889
2017-12-02 18:00:00,38036.66,30893.768,16828.502
2017-12-02 18:10:00,38130.02,30775.604,16689.596
2017-12-02 18:20:00,38125.074,30633.092,16717.02
2017-12-02 18:30:00,37680.465,30452.828,16727.133
2017-12-02 18:40:00,37443.86,30384.604,16719.578
2017-12-02 18:50:00,37392.996,30377.045,16740.574
2017-12-02 19:00:00,37403.02,30359.148,16745.691
2017-12-02 19:10:00,37400.37,30362.791,16720.139
2017-12-02 19:20:00,37398.16,30326.24,16713.68
2017-12-02 19:30:00,37314.37,30217.52,16701.82
2017-12-02 19:40:00,37153.766,30131.74,16698.602
2017-12-02 19:50:00,37052.36,30107.145,16703.916
2017-12-02 20:00:00,36951.543,30060.812,16701.2
2017-12-02 20:10:00,36940.28,30055.98,16706.562
2017-12-02 20:20:00,36879.906,30027.537,16714.293
2017-12-02 20:30:00,36785.414,29888.623,16709.201
2017-12-02 20:40:00,36598.89,29714.803,16675.96
2017-12-02 20:50:00,36353.36,29527.496,16598.068
2017-12-02 21:00:00,35962.78,29358.32,16430.098
2017-12-02 21:10:00,35690.316,29128.504,16354.759
2017-12-02 21:20:00,35271.477,28866.902,16320.624
2017-12-02 21:30:00,34884.38,28541.445,16173.026
2017-12-02 21:40:00,34438.582,28213.713,16017.139
2017-12-02 21:50:00,34174.254,28024.03,15700.816
2017-12-02 22:00:00,33981.945,27756.11,15279.181
2017-12-02 22:10:00,33754.363,27307.65,15134.922
2017-12-02 22:20:00,33204.51,27051.225,14923.105
2017-12-02 22:30:00,32623.92,26502.541,14590.823
2017-12-02 22:40:00,31946.854,26042.457,14308.795
2017-12-02 22:50:00,31343.896,25682.18,14108.87
2017-12-02 23:00:00,30703.547,25116.14,13825.85
2017-12-02 23:10:00,29938.87,24456.81,13550.112
2017-12-02 23:20:00,29326.123,23732.568,13326.103
2017-12-02 23:30:00,28565.514,23191.56,12930.179
2017-12-02 23:40:00,27981.328,22718.084,12704.432
2017-12-02 23:50:00,27342.715,22275.127,12333.22
2017-12-03 00:00:00,26680.137,21098.861,11711.259
2017-12-03 00:10:00,26222.39,20863.168,11545.423
2017-12-03 00:20:00,25616.174,20435.043,11212.007
2017-12-03 00:30:00,25197.555,20123.129,10999.897
2017-12-03 00:40:00,24822.133,19624.87,10822.207
2017-12-03 00:50:00,24497.0,19193.969,10674.859
2017-12-03 01:00:00,24137.725,18815.666,10520.34
2017-12-03 01:10:00,23675.262,18427.514,10384.539
2017-12-03 01:20:00,23304.633,18049.076,10263.059
2017-12-03 01:30:00,23053.834,17686.518,10183.167
2017-12-03 01:40:00,22815.164,17440.396,10070.103
2017-12-03 01:50:00,22575.178,17154.936,9963.221
2017-12-03 02:00:00,22315.85,16946.225,9821.117
2017-12-03 02:10:00,22186.26,16792.645,9782.038
2017-12-03 02:20:00,22045.447,16673.287,9736.117
2017-12-03 02:30:00,21886.123,16482.28,9700.587
2017-12-03 02:40:00,21758.477,16254.12,9691.341
2017-12-03 02:50:00,21701.646,15972.289,9655.464
2017-12-03 03:00:00,21627.346,15820.144,9640.513
2017-12-03 03:10:00,21587.734,15738.853,9623.448
2017-12-03 03:20:00,21572.836,15684.218,9638.05
2017-12-03 03:30:00,21476.775,15647.917,9660.686
2017-12-03 03:40:00,21510.852,15600.923,9694.617
2017-12-03 03:50:00,21473.658,15473.443,9663.839
2017-12-03 04:00:00,21307.682,15515.043,9379.041
2017-12-03 04:10:00,21302.252,15510.842,9389.822
2017-12-03 04:20:00,21326.904,15533.052,9407.3
2017-12-03 04:30:00,21295.393,15532.837,9414.527
2017-12-03 04:40:00,21303.479,15626.342,9397.134
2017-12-03 04:50:00,21310.46,15675.138,9446.512
2017-12-03 05:00:00,21427.895,15770.16,9518.286
2017-12-03 05:10:00,21713.697,15885.088,9597.29
2017-12-03 05:20:00,21892.766,15862.898,9662.419
2017-12-03 05:30:00,22138.771,15815.482,9664.733
2017-12-03 05:40:00,22129.346,15421.031,9676.067
2017-12-03 05:50:00,22042.064,15257.407,9642.902
2017-12-03 06:00:00,21697.412,14844.418,9496.913
2017-12-03 06:10:00,21357.498,14551.004,9361.072
2017-12-03 06:20:00,20513.213,13899.546,9105.652
2017-12-03 06:30:00,19791.771,13470.821,8661.824
2017-12-03 06:40:00,19093.865,12828.217,7862.742
2017-12-03 06:50:00,18937.867,12568.876,7341.0845
2017-12-03 07:00:00,18928.834,12562.428,6869.2197
2017-12-03 07:10:00,18921.67,12544.718,6798.066
2017-12-03 07:20:00,18987.502,12554.157,6803.8594
2017-12-03 07:30:00,19041.457,12557.676,6768.448
2017-12-03 07:40:00,19010.947,12529.008,6887.5444
2017-12-03 07:50:00,19020.754,12591.148,6851.2554
2017-12-03 08:00:00,20649.156,13832.273,6923.6206
2017-12-03 08:10:00,20439.104,13733.441,6970.614
2017-12-03 08:20:00,20482.73,13784.448,7042.4746
2017-12-03 08:30:00,20627.512,13823.004,7299.2344
2017-12-03 08:40:00,20947.172,14065.336,7517.378
2017-12-03 08:50:00,21323.293,14386.912,7733.8965
2017-12-03 09:00:00,22009.34,14688.483,8159.1772
2017-12-03 09:10:00,22606.568,15059.565,8889.667
2017-12-03 09:20:00,23203.125,15473.208,9384.126
2017-12-03 09:30:00,23661.326,15833.782,9434.69
2017-12-03 09:40:00,24275.988,16782.738,9507.45
2017-12-03 09:50:00,24758.502,17502.861,10013.555
2017-12-03 10:00:00,25254.68,17831.357,10714.38
2017-12-03 10:10:00,25905.71,18574.033,11097.921
2017-12-03 10:20:00,26050.875,19751.83,11452.632
2017-12-03 10:30:00,26324.518,20355.723,11717.043
2017-12-03 10:40:00,26638.467,20008.123,11698.143
2017-12-03 10:50:00,26740.6,20018.596,11653.191
2017-12-03 11:00:00,27197.541,20208.807,12015.671
2017-12-03 11:10:00,27603.408,20261.936,11958.841
2017-12-03 11:20:00,27997.193,20364.492,11983.663
2017-12-03 11:30:00,28255.729,20532.064,12011.853
2017-12-03 11:40:00,28369.98,20622.45,12142.979
2017-12-03 11:50:00,28500.969,20808.502,12232.744
2017-12-03 12:00:00,28710.283,20957.455,12256.091
2017-12-03 12:10:00,28932.928,21139.299,12422.106
2017-12-03 12:20:00,28854.457,21207.59,12510.481
2017-12-03 12:30:00,28950.4,21249.96,12562.124
2017-12-03 12:40:00,28893.613,21302.41,12597.074
2017-12-03 12:50:00,29000.555,21321.268,12530.276
2017-12-03 13:00:00,29060.127,21580.201,12548.787
2017-12-03 13:10:00,28808.502,21482.912,12565.147
2017-12-03 13:20:00,28816.846,21726.578,12560.266
2017-12-03 13:30:00,28648.547,21686.64,12592.165
2017-12-03 13:40:00,28311.297,21335.152,12941.767
2017-12-03 13:50:00,28209.607,21326.729,12847.228
2017-12-03 14:00:00,28201.701,21316.295,12833.756
2017-12-03 14:10:00,28275.703,21361.75,12576.767
2017-12-03 14:20:00,28489.512,21358.72,12534.482
2017-12-03 14:30:00,28346.004,21398.256,12436.66
2017-12-03 14:40:00,28144.078,21275.96,12399.917
2017-12-03 14:50:00,30039.047,22502.44,12290.202
2017-12-03 15:00:00,29867.46,22411.32,12402.055
2017-12-03 15:10:00,27676.037,21225.309,12597.347
2017-12-03 15:20:00,27596.207,21209.133,12481.956
2017-12-03 15:30:00,27451.75,21116.45,12456.002
2017-12-03 15:40:00,29402.572,22356.59,12409.006
2017-12-03 15:50:00,29600.037,22366.742,12352.599
2017-12-03 16:00:00,28153.613,22327.238,12275.797
2017-12-03 16:10:00,29556.781,22341.64,12245.766
2017-12-03 16:20:00,29586.584,22396.148,12298.698
2017-12-03 16:30:00,29567.752,22462.06,12267.135
2017-12-03 16:40:00,27739.883,21396.902,12270.641
2017-12-03 16:50:00,29946.488,22810.445,12695.743
2017-12-03 17:00:00,30847.512,23253.684,13706.381
2017-12-03 17:10:00,31947.174,24396.824,15426.172
2017-12-03 17:20:00,32943.008,26308.814,16457.414
2017-12-03 17:30:00,33564.953,27854.008,16444.701
2017-12-03 17:40:00,34958.48,28377.74,16477.617
2017-12-03 17:50:00,34847.695,29510.064,16881.037
2017-12-03 18:00:00,35538.254,29401.354,16808.932
2017-12-03 18:10:00,36962.973,29360.324,16646.637
2017-12-03 18:20:00,37547.746,29276.467,16675.512
2017-12-03 18:30:00,37277.848,29249.006,16671.283
2017-12-03 18:40:00,36921.266,29273.926,16649.303
2017-12-03 18:50:00,36875.855,29258.54,16650.053
2017-12-03 19:00:00,36929.547,29284.049,16631.57
2017-12-03 19:10:00,36924.402,29252.434,16664.264
2017-12-03 19:20:00,36941.543,29233.592,16659.133
2017-12-03 19:30:00,36881.156,29182.873,16644.094
2017-12-03 19:40:00,36789.617,29214.107,16625.838
2017-12-03 19:50:00,36752.605,29192.312,16662.18
2017-12-03 20:00:00,36697.33,29145.594,16669.883
2017-12-03 20:10:00,36684.418,29154.45,16670.848
2017-12-03 20:20:00,36614.453,29179.363,16673.234
2017-12-03 20:30:00,36522.03,29162.703,16626.357
2017-12-03 20:40:00,36344.555,29152.857,16599.783
2017-12-03 20:50:00,36115.336,29117.988,16560.473
2017-12-03 21:00:00,35715.004,28960.969,16395.81
2017-12-03 21:10:00,35440.23,28761.578,16322.358
2017-12-03 21:20:00,35002.7,28536.41,16247.707
2017-12-03 21:30:00,34594.074,28234.627,16166.929
2017-12-03 21:40:00,34137.25,28057.25,16049.383
2017-12-03 21:50:00,33896.977,27920.887,15751.784
2017-12-03 22:00:00,33669.63,27715.584,15381.161
2017-12-03 22:10:00,33406.797,27237.947,15183.418
2017-12-03 22:20:00,32875.5,26978.303,14932.211
2017-12-03 22:30:00,32286.416,26405.074,14601.195
2017-12-03 22:40:00,31608.324,25971.602,14316.102
2017-12-03 22:50:00,30976.334,25589.984,14103.194
2017-12-03 23:00:00,30349.36,24877.338,13789.173
2017-12-03 23:10:00,29708.385,24192.059,13523.339
2017-12-03 23:20:00,29041.918,23437.807,13291.399
2017-12-03 23:30:00,28314.56,22850.824,12933.011
2017-12-03 23:40:00,27737.537,22407.705,12719.03
2017-12-03 23:50:00,27183.82,22019.361,12484.02
2017-12-04 00:00:00,26378.688,20757.44,11725.069
2017-12-04 00:10:00,25998.168,20574.904,11570.597
2017-12-04 00:20:00,25436.38,20130.012,11311.445
2017-12-04 00:30:00,25033.531,19804.854,11080.584
2017-12-04 00:40:00,24690.02,19438.203,10886.3955
2017-12-04 00:50:00,24391.09,19101.615,10714.124
2017-12-04 01:00:00,24029.389,18797.629,10595.017
2017-12-04 01:10:00,23591.324,18488.805,10450.177
2017-12-04 01:20:00,23217.373,18172.72,10344.505
2017-12-04 01:30:00,22992.744,17919.336,10254.871
2017-12-04 01:40:00,22778.32,17629.646,10119.74
2017-12-04 01:50:00,22537.91,17334.512,10061.569
2017-12-04 02:00:00,22288.52,17169.25,9999.19
2017-12-04 02:10:00,22144.967,16949.492,9988.205
2017-12-04 02:20:00,21997.33,16763.91,9951.003
2017-12-04 02:30:00,21815.305,16584.682,9918.294
2017-12-04 02:40:00,21667.693,16429.031,9858.903
2017-12-04 02:50:00,21576.33,16217.147,9832.02
2017-12-04 03:00:00,21459.473,16187.921,9808.494
2017-12-04 03:10:00,21384.955,16148.583,9827.128
2017-12-04 03:20:00,21364.297,16113.574,9848.462
2017-12-04 03:30:00,21349.494,16116.263,9842.536
2017-12-04 03:40:00,21324.146,16103.74,9843.527
2017-12-04 03:50:00,21326.842,16117.712,9865.778
2017-12-04 04:00:00,21276.6,15669.757,9576.428
2017-12-04 04:10:00,21264.83,15693.399,9574.373
2017-12-04 04:20:00,21274.629,15901.602,9570.421
2017-12-04 04:30:00,21290.373,15919.705,9568.887
2017-12-04 04:40:00,21322.158,15957.275,9595.68
2017-12-04 04:50:00,21347.006,15988.195,9635.485
2017-12-04 05:00:00,21483.504,16073.311,9697.227
2017-12-04 05:10:00,21760.424,16222.175,9788.294
2017-12-04 05:20:00,22037.404,16327.963,9859.869
2017-12-04 05:30:00,22424.697,16420.074,9871.641
2017-12-04 05:40:00,22434.191,16150.657,9893.127
2017-12-04 05:50:00,22367.273,16117.431,9858.726
2017-12-04 06:00:00,22212.902,15904.711,9771.108
2017-12-04 06:10:00,22114.553,15856.14,9637.291
2017-12-04 06:20:00,21442.285,15438.854,9474.2705
2017-12-04 06:30:00,20955.742,15090.234,9167.692
2017-12-04 06:40:00,20785.404,15324.173,8400.114
2017-12-04 06:50:00,20684.09,15222.988,7911.7085
2017-12-04 07:00:00,20714.371,15029.898,7705.9673
2017-12-04 07:10:00,20889.896,15074.949,7696.2646
2017-12-04 07:20:00,20923.326,15243.154,7691.2715
2017-12-04 07:30:00,21016.229,15919.316,7743.56
2017-12-04 07:40:00,21068.43,16326.424,7732.699
2017-12-04 07:50:00,21055.344,16084.832,7756.9727
2017-12-04 08:00:00,22202.09,17161.602,7820.8174
2017-12-04 08:10:00,22601.035,17353.844,7867.9883
2017-12-04 08:20:00,23315.463,17575.492,7960.1006
2017-12-04 08:30:00,23976.475,17986.445,8203.231
2017-12-04 08:40:00,24595.56,18448.146,8364.691
2017-12-04 08:50:00,25178.791,18776.656,8631.508
2017-12-04 09:00:00,25938.229,19111.734,9637.451
2017-12-04 09:10:00,26450.158,19639.6,9948.613
2017-12-04 09:20:00,26463.35,20254.08,9980.412
2017-12-04 09:30:00,26886.29,20221.736,10261.7
2017-12-04 09:40:00,27296.291,20493.967,10640.499
2017-12-04 09:50:00,27567.104,20907.553,10837.335
2017-12-04 10:00:00,27940.527,21213.457,11591.337
2017-12-04 10:10:00,28235.574,21367.088,11972.108
2017-12-04 10:20:00,28634.781,21555.158,12247.791
